case_id,t1,t1ce,t2,flair,seg
BraTS2021_01111,True,True,True,True,True
BraTS2021_01112,True,True,True,True,True
BraTS2021_01113,True,True,True,True,True
BraTS2021_01114,True,True,True,True,True
BraTS2021_01115,True,True,True,True,True
BraTS2021_01116,True,True,True,True,True
BraTS2021_01117,True,True,True,True,True
BraTS2021_01118,True,True,True,True,True
BraTS2021_01119,True,True,True,True,True
BraTS2021_01120,True,True,True,True,True
BraTS2021_01121,True,True,True,True,True
BraTS2021_01122,True,True,True,True,True
BraTS2021_01123,True,True,True,True,True
BraTS2021_01124,True,True,True,True,True
BraTS2021_01125,True,True,True,True,True
BraTS2021_01126,True,True,True,True,True
BraTS2021_01127,True,True,True,True,True
BraTS2021_01128,True,True,True,True,True
BraTS2021_01129,True,True,True,True,True
BraTS2021_01130,True,True,True,True,True
BraTS2021_01131,True,True,True,True,True
BraTS2021_01132,True,True,True,True,True
BraTS2021_01133,True,True,True,True,True
BraTS2021_01134,True,True,True,True,True
BraTS2021_01135,True,True,True,True,True
BraTS2021_01136,True,True,True,True,True
BraTS2021_01137,True,True,True,True,True
BraTS2021_01138,True,True,True,True,True
BraTS2021_01139,True,True,True,True,True
BraTS2021_01140,True,True,True,True,True
BraTS2021_01141,True,True,True,True,True
BraTS2021_01142,True,True,True,True,True
BraTS2021_01143,True,True,True,True,True
BraTS2021_01144,True,True,True,True,True
BraTS2021_01145,True,True,True,True,True
BraTS2021_01146,True,True,True,True,True
BraTS2021_01147,True,True,True,True,True
BraTS2021_01148,True,True,True,True,True
BraTS2021_01149,True,True,True,True,True
BraTS2021_01150,True,True,True,True,True
BraTS2021_01151,True,True,True,True,True
BraTS2021_01152,True,True,True,True,True
BraTS2021_01153,True,True,True,True,True
BraTS2021_01154,True,True,True,True,True
BraTS2021_01155,True,True,True,True,True
BraTS2021_01156,True,True,True,True,True
BraTS2021_01157,True,True,True,True,True
BraTS2021_01158,True,True,True,True,True
BraTS2021_01159,True,True,True,True,True
BraTS2021_01160,True,True,True,True,True
BraTS2021_01161,True,True,True,True,True
BraTS2021_01162,True,True,True,True,True
BraTS2021_01163,True,True,True,True,True
BraTS2021_01164,True,True,True,True,True
BraTS2021_01165,True,True,True,True,True
BraTS2021_01166,True,True,True,True,True
BraTS2021_01167,True,True,True,True,True
BraTS2021_01168,True,True,True,True,True
BraTS2021_01169,True,True,True,True,True
BraTS2021_01170,True,True,True,True,True
BraTS2021_01171,True,True,True,True,True
BraTS2021_01172,True,True,True,True,True
BraTS2021_01173,True,True,True,True,True
BraTS2021_01174,True,True,True,True,True
BraTS2021_01175,True,True,True,True,True
BraTS2021_01176,True,True,True,True,True
BraTS2021_01177,True,True,True,True,True
BraTS2021_01178,True,True,True,True,True
BraTS2021_01179,True,True,True,True,True
BraTS2021_01180,True,True,True,True,True
BraTS2021_01181,True,True,True,True,True
BraTS2021_01182,True,True,True,True,True
BraTS2021_01183,True,True,True,True,True
BraTS2021_01184,True,True,True,True,True
BraTS2021_01185,True,True,True,True,True
BraTS2021_01186,True,True,True,True,True
BraTS2021_01187,True,True,True,True,True
BraTS2021_01188,True,True,True,True,True
BraTS2021_01189,True,True,True,True,True
BraTS2021_01190,True,True,True,True,True
BraTS2021_01191,True,True,True,True,True
BraTS2021_01192,True,True,True,True,True
BraTS2021_01193,True,True,True,True,True
BraTS2021_01194,True,True,True,True,True
BraTS2021_01195,True,True,True,True,True
BraTS2021_01196,True,True,True,True,True
BraTS2021_01197,True,True,True,True,True
BraTS2021_01198,True,True,True,True,True
BraTS2021_01199,True,True,True,True,True
BraTS2021_01200,True,True,True,True,True
BraTS2021_01201,True,True,True,True,True
BraTS2021_01202,True,True,True,True,True
BraTS2021_01203,True,True,True,True,True
BraTS2021_01204,True,True,True,True,True
BraTS2021_01205,True,True,True,True,True
BraTS2021_01206,True,True,True,True,True
BraTS2021_01207,True,True,True,True,True
BraTS2021_01208,True,True,True,True,True
BraTS2021_01209,True,True,True,True,True
BraTS2021_01210,True,True,True,True,True
BraTS2021_01211,True,True,True,True,True
BraTS2021_01212,True,True,True,True,True
BraTS2021_01213,True,True,True,True,True
BraTS2021_01214,True,True,True,True,True
BraTS2021_01215,True,True,True,True,True
BraTS2021_01216,True,True,True,True,True
BraTS2021_01217,True,True,True,True,True
BraTS2021_01218,True,True,True,True,True
BraTS2021_01219,True,True,True,True,True
BraTS2021_01220,True,True,True,True,True
BraTS2021_01221,True,True,True,True,True
BraTS2021_01222,True,True,True,True,True
BraTS2021_01223,True,True,True,True,True
BraTS2021_01224,True,True,True,True,True
BraTS2021_01225,True,True,True,True,True
BraTS2021_01226,True,True,True,True,True
BraTS2021_01227,True,True,True,True,True
BraTS2021_01228,True,True,True,True,True
BraTS2021_01229,True,True,True,True,True
BraTS2021_01230,True,True,True,True,True
BraTS2021_01231,True,True,True,True,True
BraTS2021_01232,True,True,True,True,True
BraTS2021_01233,True,True,True,True,True
BraTS2021_01234,True,True,True,True,True
BraTS2021_01235,True,True,True,True,True
BraTS2021_01236,True,True,True,True,True
BraTS2021_01237,True,True,True,True,True
BraTS2021_01238,True,True,True,True,True
BraTS2021_01239,True,True,True,True,True
BraTS2021_01240,True,True,True,True,True
BraTS2021_01241,True,True,True,True,True
BraTS2021_01242,True,True,True,True,True
BraTS2021_01243,True,True,True,True,True
BraTS2021_01244,True,True,True,True,True
BraTS2021_01245,True,True,True,True,True
BraTS2021_01246,True,True,True,True,True
BraTS2021_01247,True,True,True,True,True
BraTS2021_01248,True,True,True,True,True
BraTS2021_01249,True,True,True,True,True
BraTS2021_01250,True,True,True,True,True
BraTS2021_01251,True,True,True,True,True
BraTS2021_01252,True,True,True,True,True
BraTS2021_01253,True,True,True,True,True
BraTS2021_01254,True,True,True,True,True
BraTS2021_01255,True,True,True,True,True
BraTS2021_01256,True,True,True,True,True
BraTS2021_01257,True,True,True,True,True
BraTS2021_01258,True,True,True,True,True
BraTS2021_01259,True,True,True,True,True
BraTS2021_01260,True,True,True,True,True
BraTS2021_01261,True,True,True,True,True
BraTS2021_01262,True,True,True,True,True
BraTS2021_01263,True,True,True,True,True
BraTS2021_01264,True,True,True,True,True
BraTS2021_01265,True,True,True,True,True
BraTS2021_01266,True,True,True,True,True
BraTS2021_01267,True,True,True,True,True
BraTS2021_01268,True,True,True,True,True
BraTS2021_01269,True,True,True,True,True
BraTS2021_01270,True,True,True,True,True
BraTS2021_01271,True,True,True,True,True
BraTS2021_01272,True,True,True,True,True
BraTS2021_01273,True,True,True,True,True
BraTS2021_01274,True,True,True,True,True
BraTS2021_01275,True,True,True,True,True
BraTS2021_01276,True,True,True,True,True
BraTS2021_01277,True,True,True,True,True
BraTS2021_01278,True,True,True,True,True
BraTS2021_01279,True,True,True,True,True
BraTS2021_01280,True,True,True,True,True
BraTS2021_01281,True,True,True,True,True
BraTS2021_01282,True,True,True,True,True
BraTS2021_01283,True,True,True,True,True
BraTS2021_01284,True,True,True,True,True
BraTS2021_01285,True,True,True,True,True
BraTS2021_01286,True,True,True,True,True
BraTS2021_01287,True,True,True,True,True
BraTS2021_01288,True,True,True,True,True
BraTS2021_01289,True,True,True,True,True
BraTS2021_01290,True,True,True,True,True
BraTS2021_01291,True,True,True,True,True
BraTS2021_01292,True,True,True,True,True
BraTS2021_01293,True,True,True,True,True
BraTS2021_01294,True,True,True,True,True
BraTS2021_01295,True,True,True,True,True
BraTS2021_01296,True,True,True,True,True
BraTS2021_01297,True,True,True,True,True
BraTS2021_01298,True,True,True,True,True
BraTS2021_01299,True,True,True,True,True
BraTS2021_01300,True,True,True,True,True
BraTS2021_01301,True,True,True,True,True
BraTS2021_01302,True,True,True,True,True
BraTS2021_01303,True,True,True,True,True
BraTS2021_01304,True,True,True,True,True
BraTS2021_01305,True,True,True,True,True
BraTS2021_01306,True,True,True,True,True
BraTS2021_01307,True,True,True,True,True
BraTS2021_01308,True,True,True,True,True
BraTS2021_01309,True,True,True,True,True
BraTS2021_01310,True,True,True,True,True
BraTS2021_01311,True,True,True,True,True
BraTS2021_01312,True,True,True,True,True
BraTS2021_01313,True,True,True,True,True
BraTS2021_01314,True,True,True,True,True
BraTS2021_01315,True,True,True,True,True
BraTS2021_01316,True,True,True,True,True
BraTS2021_01317,True,True,True,True,True
BraTS2021_01318,True,True,True,True,True
BraTS2021_01319,True,True,True,True,True
BraTS2021_01320,True,True,True,True,True
BraTS2021_01321,True,True,True,True,True
BraTS2021_01322,True,True,True,True,True
BraTS2021_01323,True,True,True,True,True
BraTS2021_01324,True,True,True,True,True
BraTS2021_01325,True,True,True,True,True
BraTS2021_01326,True,True,True,True,True
BraTS2021_01327,True,True,True,True,True
BraTS2021_01328,True,True,True,True,True
BraTS2021_01329,True,True,True,True,True
BraTS2021_01330,True,True,True,True,True
BraTS2021_01331,True,True,True,True,True
BraTS2021_01332,True,True,True,True,True
BraTS2021_01333,True,True,True,True,True
BraTS2021_01334,True,True,True,True,True
BraTS2021_01335,True,True,True,True,True
BraTS2021_01336,True,True,True,True,True
BraTS2021_01337,True,True,True,True,True
BraTS2021_01338,True,True,True,True,True
BraTS2021_01339,True,True,True,True,True
BraTS2021_01340,True,True,True,True,True
BraTS2021_01341,True,True,True,True,True
BraTS2021_01342,True,True,True,True,True
BraTS2021_01343,True,True,True,True,True
BraTS2021_01344,True,True,True,True,True
BraTS2021_01345,True,True,True,True,True
BraTS2021_01346,True,True,True,True,True
BraTS2021_01347,True,True,True,True,True
BraTS2021_01348,True,True,True,True,True
BraTS2021_01349,True,True,True,True,True
BraTS2021_01350,True,True,True,True,True
BraTS2021_01351,True,True,True,True,True
BraTS2021_01352,True,True,True,True,True
BraTS2021_01353,True,True,True,True,True
BraTS2021_01354,True,True,True,True,True
BraTS2021_01355,True,True,True,True,True
BraTS2021_01356,True,True,True,True,True
BraTS2021_01357,True,True,True,True,True
BraTS2021_01358,True,True,True,True,True
BraTS2021_01359,True,True,True,True,True
BraTS2021_01360,True,True,True,True,True
BraTS2021_01361,True,True,True,True,True
BraTS2021_01362,True,True,True,True,True
BraTS2021_01363,True,True,True,True,True
BraTS2021_01364,True,True,True,True,True
BraTS2021_01365,True,True,True,True,True
BraTS2021_01366,True,True,True,True,True
BraTS2021_01367,True,True,True,True,True
BraTS2021_01368,True,True,True,True,True
BraTS2021_01369,True,True,True,True,True
BraTS2021_01370,True,True,True,True,True
BraTS2021_01371,True,True,True,True,True
BraTS2021_01372,True,True,True,True,True
BraTS2021_01373,True,True,True,True,True
BraTS2021_01374,True,True,True,True,True
BraTS2021_01375,True,True,True,True,True
BraTS2021_01376,True,True,True,True,True
BraTS2021_01377,True,True,True,True,True
BraTS2021_01378,True,True,True,True,True
BraTS2021_01379,True,True,True,True,True
BraTS2021_01380,True,True,True,True,True
BraTS2021_01381,True,True,True,True,True
BraTS2021_01382,True,True,True,True,True
BraTS2021_01383,True,True,True,True,True
BraTS2021_01384,True,True,True,True,True
BraTS2021_01385,True,True,True,True,True
BraTS2021_01386,True,True,True,True,True
BraTS2021_01387,True,True,True,True,True
BraTS2021_01388,True,True,True,True,True
BraTS2021_01389,True,True,True,True,True
BraTS2021_01390,True,True,True,True,True
BraTS2021_01391,True,True,True,True,True
BraTS2021_01392,True,True,True,True,True
BraTS2021_01393,True,True,True,True,True
BraTS2021_01394,True,True,True,True,True
BraTS2021_01395,True,True,True,True,True
BraTS2021_01396,True,True,True,True,True
BraTS2021_01397,True,True,True,True,True
BraTS2021_01398,True,True,True,True,True
BraTS2021_01399,True,True,True,True,True
BraTS2021_01400,True,True,True,True,True
BraTS2021_01401,True,True,True,True,True
BraTS2021_01402,True,True,True,True,True
BraTS2021_01403,True,True,True,True,True
BraTS2021_01404,True,True,True,True,True
BraTS2021_01405,True,True,True,True,True
BraTS2021_01406,True,True,True,True,True
BraTS2021_01407,True,True,True,True,True
BraTS2021_01408,True,True,True,True,True
BraTS2021_01409,True,True,True,True,True
BraTS2021_01410,True,True,True,True,True
BraTS2021_01411,True,True,True,True,True
BraTS2021_01412,True,True,True,True,True
BraTS2021_01413,True,True,True,True,True
BraTS2021_01414,True,True,True,True,True
BraTS2021_01415,True,True,True,True,True
BraTS2021_01416,True,True,True,True,True
BraTS2021_01417,True,True,True,True,True
BraTS2021_01418,True,True,True,True,True
BraTS2021_01419,True,True,True,True,True
BraTS2021_01420,True,True,True,True,True
BraTS2021_01421,True,True,True,True,True
BraTS2021_01422,True,True,True,True,True
BraTS2021_01423,True,True,True,True,True
BraTS2021_01424,True,True,True,True,True
BraTS2021_01425,True,True,True,True,True
BraTS2021_01426,True,True,True,True,True
BraTS2021_01427,True,True,True,True,True
BraTS2021_01428,True,True,True,True,True
BraTS2021_01429,True,True,True,True,True
BraTS2021_01430,True,True,True,True,True
BraTS2021_01431,True,True,True,True,True
BraTS2021_01432,True,True,True,True,True
BraTS2021_01433,True,True,True,True,True
BraTS2021_01434,True,True,True,True,True
BraTS2021_01435,True,True,True,True,True
BraTS2021_01436,True,True,True,True,True
BraTS2021_01437,True,True,True,True,True
BraTS2021_01438,True,True,True,True,True
BraTS2021_01439,True,True,True,True,True
BraTS2021_01440,True,True,True,True,True
BraTS2021_01441,True,True,True,True,True
BraTS2021_01442,True,True,True,True,True
BraTS2021_01443,True,True,True,True,True
BraTS2021_01444,True,True,True,True,True
BraTS2021_01445,True,True,True,True,True
BraTS2021_01446,True,True,True,True,True
BraTS2021_01447,True,True,True,True,True
BraTS2021_01448,True,True,True,True,True
BraTS2021_01449,True,True,True,True,True
BraTS2021_01450,True,True,True,True,True
BraTS2021_01451,True,True,True,True,True
BraTS2021_01452,True,True,True,True,True
BraTS2021_01453,True,True,True,True,True
BraTS2021_01454,True,True,True,True,True
BraTS2021_01455,True,True,True,True,True
BraTS2021_01456,True,True,True,True,True
BraTS2021_01457,True,True,True,True,True
BraTS2021_01458,True,True,True,True,True
BraTS2021_01459,True,True,True,True,True
BraTS2021_01460,True,True,True,True,True
BraTS2021_01461,True,True,True,True,True
BraTS2021_01462,True,True,True,True,True
BraTS2021_01463,True,True,True,True,True
BraTS2021_01464,True,True,True,True,True
BraTS2021_01465,True,True,True,True,True
BraTS2021_01466,True,True,True,True,True
BraTS2021_01467,True,True,True,True,True
BraTS2021_01468,True,True,True,True,True
BraTS2021_01469,True,True,True,True,True
BraTS2021_01470,True,True,True,True,True
BraTS2021_01471,True,True,True,True,True
BraTS2021_01472,True,True,True,True,True
BraTS2021_01473,True,True,True,True,True
BraTS2021_01474,True,True,True,True,True
BraTS2021_01475,True,True,True,True,True
BraTS2021_01476,True,True,True,True,True
BraTS2021_01477,True,True,True,True,True
BraTS2021_01478,True,True,True,True,True
BraTS2021_01479,True,True,True,True,True
BraTS2021_01480,True,True,True,True,True
BraTS2021_01481,True,True,True,True,True
BraTS2021_01482,True,True,True,True,True
BraTS2021_01483,True,True,True,True,True
BraTS2021_01484,True,True,True,True,True
BraTS2021_01485,True,True,True,True,True
BraTS2021_01486,True,True,True,True,True
BraTS2021_01487,True,True,True,True,True
BraTS2021_01488,True,True,True,True,True
BraTS2021_01489,True,True,True,True,True
BraTS2021_01490,True,True,True,True,True
BraTS2021_01491,True,True,True,True,True
BraTS2021_01492,True,True,True,True,True
BraTS2021_01493,True,True,True,True,True
BraTS2021_01494,True,True,True,True,True
BraTS2021_01495,True,True,True,True,True
BraTS2021_01496,True,True,True,True,True
BraTS2021_01497,True,True,True,True,True
BraTS2021_01498,True,True,True,True,True
BraTS2021_01499,True,True,True,True,True
BraTS2021_01500,True,True,True,True,True
BraTS2021_01501,True,True,True,True,True
BraTS2021_01502,True,True,True,True,True
BraTS2021_01503,True,True,True,True,True
BraTS2021_01504,True,True,True,True,True
BraTS2021_01505,True,True,True,True,True
BraTS2021_01506,True,True,True,True,True
BraTS2021_01507,True,True,True,True,True
BraTS2021_01508,True,True,True,True,True
BraTS2021_01509,True,True,True,True,True
BraTS2021_01510,True,True,True,True,True
BraTS2021_01511,True,True,True,True,True
BraTS2021_01512,True,True,True,True,True
BraTS2021_01513,True,True,True,True,True
BraTS2021_01514,True,True,True,True,True
BraTS2021_01515,True,True,True,True,True
BraTS2021_01516,True,True,True,True,True
BraTS2021_01517,True,True,True,True,True
BraTS2021_01518,True,True,True,True,True
BraTS2021_01519,True,True,True,True,True
BraTS2021_01520,True,True,True,True,True
BraTS2021_01521,True,True,True,True,True
BraTS2021_01522,True,True,True,True,True
BraTS2021_01523,True,True,True,True,True
BraTS2021_01524,True,True,True,True,True
BraTS2021_01525,True,True,True,True,True
BraTS2021_01526,True,True,True,True,True
BraTS2021_01527,True,True,True,True,True
BraTS2021_01528,True,True,True,True,True
BraTS2021_01529,True,True,True,True,True
BraTS2021_01530,True,True,True,True,True
BraTS2021_01531,True,True,True,True,True
BraTS2021_01532,True,True,True,True,True
BraTS2021_01533,True,True,True,True,True
BraTS2021_01534,True,True,True,True,True
BraTS2021_01535,True,True,True,True,True
BraTS2021_01536,True,True,True,True,True
BraTS2021_01537,True,True,True,True,True
BraTS2021_01538,True,True,True,True,True
BraTS2021_01539,True,True,True,True,True
BraTS2021_01540,True,True,True,True,True
BraTS2021_01541,True,True,True,True,True
BraTS2021_01542,True,True,True,True,True
BraTS2021_01543,True,True,True,True,True
BraTS2021_01544,True,True,True,True,True
BraTS2021_01545,True,True,True,True,True
BraTS2021_01546,True,True,True,True,True
BraTS2021_01547,True,True,True,True,True
BraTS2021_01548,True,True,True,True,True
BraTS2021_01549,True,True,True,True,True
BraTS2021_01550,True,True,True,True,True
BraTS2021_01551,True,True,True,True,True
BraTS2021_01552,True,True,True,True,True
BraTS2021_01553,True,True,True,True,True
BraTS2021_01554,True,True,True,True,True
BraTS2021_01555,True,True,True,True,True
BraTS2021_01556,True,True,True,True,True
BraTS2021_01557,True,True,True,True,True
BraTS2021_01558,True,True,True,True,True
BraTS2021_01559,True,True,True,True,True
BraTS2021_01560,True,True,True,True,True
BraTS2021_01561,True,True,True,True,True
BraTS2021_01562,True,True,True,True,True
BraTS2021_01563,True,True,True,True,True
BraTS2021_01564,True,True,True,True,True
BraTS2021_01565,True,True,True,True,True
BraTS2021_01566,True,True,True,True,True
BraTS2021_01567,True,True,True,True,True
BraTS2021_01568,True,True,True,True,True
BraTS2021_01569,True,True,True,True,True
BraTS2021_01570,True,True,True,True,True
BraTS2021_01571,True,True,True,True,True
BraTS2021_01572,True,True,True,True,True
BraTS2021_01573,True,True,True,True,True
BraTS2021_01574,True,True,True,True,True
BraTS2021_01575,True,True,True,True,True
BraTS2021_01576,True,True,True,True,True
BraTS2021_01577,True,True,True,True,True
BraTS2021_01578,True,True,True,True,True
BraTS2021_01579,True,True,True,True,True
BraTS2021_01580,True,True,True,True,True
BraTS2021_01581,True,True,True,True,True
BraTS2021_01582,True,True,True,True,True
BraTS2021_01583,True,True,True,True,True
BraTS2021_01584,True,True,True,True,True
BraTS2021_01585,True,True,True,True,True
BraTS2021_01586,True,True,True,True,True
BraTS2021_01587,True,True,True,True,True
BraTS2021_01588,True,True,True,True,True
BraTS2021_01589,True,True,True,True,True
BraTS2021_01590,True,True,True,True,True
BraTS2021_01591,True,True,True,True,True
BraTS2021_01592,True,True,True,True,True
BraTS2021_01593,True,True,True,True,True
BraTS2021_01594,True,True,True,True,True
BraTS2021_01595,True,True,True,True,True
BraTS2021_01596,True,True,True,True,True
BraTS2021_01597,True,True,True,True,True
BraTS2021_01598,True,True,True,True,True
BraTS2021_01599,True,True,True,True,True
BraTS2021_01600,True,True,True,True,True
BraTS2021_01601,True,True,True,True,True
BraTS2021_01602,True,True,True,True,True
BraTS2021_01603,True,True,True,True,True
BraTS2021_01604,True,True,True,True,True
BraTS2021_01605,True,True,True,True,True
BraTS2021_01606,True,True,True,True,True
BraTS2021_01607,True,True,True,True,True
BraTS2021_01608,True,True,True,True,True
BraTS2021_01609,True,True,True,True,True
BraTS2021_01610,True,True,True,True,True
BraTS2021_01611,True,True,True,True,True
BraTS2021_01612,True,True,True,True,True
BraTS2021_01613,True,True,True,True,True
BraTS2021_01614,True,True,True,True,True
BraTS2021_01615,True,True,True,True,True
BraTS2021_01616,True,True,True,True,True
BraTS2021_01617,True,True,True,True,True
BraTS2021_01618,True,True,True,True,True
BraTS2021_01619,True,True,True,True,True
BraTS2021_01620,True,True,True,True,True
BraTS2021_01621,True,True,True,True,True
BraTS2021_01622,True,True,True,True,True
BraTS2021_01623,True,True,True,True,True
BraTS2021_01624,True,True,True,True,True
BraTS2021_01625,True,True,True,True,True
BraTS2021_01626,True,True,True,True,True
BraTS2021_01627,True,True,True,True,True
BraTS2021_01628,True,True,True,True,True
BraTS2021_01629,True,True,True,True,True
BraTS2021_01630,True,True,True,True,True
BraTS2021_01631,True,True,True,True,True
BraTS2021_01632,True,True,True,True,True
BraTS2021_01633,True,True,True,True,True
BraTS2021_01634,True,True,True,True,True
BraTS2021_01635,True,True,True,True,True
BraTS2021_01636,True,True,True,True,True
BraTS2021_01637,True,True,True,True,True
BraTS2021_01638,True,True,True,True,True
BraTS2021_01639,True,True,True,True,True
BraTS2021_01640,True,True,True,True,True
BraTS2021_01641,True,True,True,True,True
BraTS2021_01642,True,True,True,True,True
BraTS2021_01643,True,True,True,True,True
BraTS2021_01644,True,True,True,True,True
BraTS2021_01645,True,True,True,True,True
BraTS2021_01646,True,True,True,True,True
BraTS2021_01647,True,True,True,True,True
BraTS2021_01648,True,True,True,True,True
BraTS2021_01649,True,True,True,True,True
BraTS2021_01650,True,True,True,True,True
BraTS2021_01651,True,True,True,True,True
BraTS2021_01652,True,True,True,True,True
BraTS2021_01653,True,True,True,True,True
BraTS2021_01654,True,True,True,True,True
BraTS2021_01655,True,True,True,True,True
BraTS2021_01656,True,True,True,True,True
BraTS2021_01657,True,True,True,True,True
BraTS2021_01658,True,True,True,True,True
BraTS2021_01659,True,True,True,True,True
BraTS2021_01660,True,True,True,True,True
BraTS2021_01661,True,True,True,True,True
BraTS2021_01662,True,True,True,True,True
BraTS2021_01663,True,True,True,True,True
BraTS2021_01664,True,True,True,True,True
BraTS2021_01665,True,True,True,True,True
BraTS2021_01666,True,True,True,True,True
