case_id,n_tumor_components,laterality,left_frac,bbox_extent_x,bbox_extent_y,bbox_extent_z,bbox_voxels,t1ce_brain_mean,t1ce_brain_std,t1ce_brain_p1,t1ce_brain_p99
BraTS2021_00344,1,right,1.0,132,167,138,3042072,339.96632225015264,119.37452135218255,96.0,803.0
BraTS2021_00346,1,left,0.0,135,169,137,3125655,401.5478700229547,146.34586605418443,132.0,1119.0
BraTS2021_00347,1,right,1.0,134,174,142,3310872,448.578260691583,133.07315765835182,159.0,983.0
BraTS2021_00348,6,left,0.0,126,170,140,2998800,360.0419759994545,103.15114539721883,111.0,667.0
BraTS2021_00349,1,right,1.0,140,167,133,3109540,388.5841883904778,76.83959572901978,158.0,554.2099999999627
BraTS2021_00350,1,right,0.9677489177489178,134,174,138,3217608,292.7365857541124,89.8157163171649,55.0,451.0
BraTS2021_00351,1,right,1.0,137,186,139,3541998,301.1135744665707,106.49954021481149,77.0,697.0
BraTS2021_00352,1,right,1.0,137,164,133,2988244,427.92699739434204,147.46139533258,141.3944940185547,953.4753515625008
BraTS2021_00353,2,left,0.0,135,181,141,3445335,434.83609354237944,179.34902696495035,151.0,1240.0
BraTS2021_00356,1,right,0.9686179843089922,134,161,135,2912490,440.2913160863563,139.40623943899857,156.0,1045.0
BraTS2021_00359,3,right,1.0,135,171,140,3231900,401.24116425385114,130.4090991872074,136.0,1001.0
BraTS2021_00360,3,left,0.03875296578819808,138,165,137,3119490,367.3831070624028,149.2050056110922,111.0,990.0
BraTS2021_00364,1,left,0.09321511799212492,135,164,134,2966760,380.22948171870985,140.16057720797457,115.0,1012.0
BraTS2021_00366,2,right,1.0,133,169,140,3146780,347.3007888983373,97.6057980125486,77.0,581.0
BraTS2021_00367,4,bilateral/midline,0.1503155544416851,137,178,142,3462812,371.92669282986327,132.52038330412475,121.0,869.0
BraTS2021_00369,1,left,0.0001568563954400328,137,168,138,3176208,298.6241933070496,92.12435221637595,79.0,545.0
BraTS2021_00370,3,right,1.0,132,171,132,2979504,372.88345710676987,142.81388201446256,116.0,989.0
BraTS2021_00371,1,right,1.0,138,165,142,3233340,370.97775689022285,131.41604955373342,123.0,952.0
BraTS2021_00373,4,left,0.00027945450480661746,139,164,142,3237032,403.4102464720729,156.65048890194453,133.0,1160.0
BraTS2021_00375,4,right,1.0,136,186,140,3541440,368.9654887519907,114.59882179197399,138.0,875.0
BraTS2021_00376,1,left,0.0,148,179,138,3655896,478.0227388947402,174.3821643459161,120.0,1189.0
BraTS2021_00377,2,right,1.0,132,162,131,2801304,393.9607929255711,64.73624637491685,224.0,620.0
BraTS2021_00378,2,left,0.0,135,173,143,3339765,415.7221856136981,124.48007649701157,138.0,928.0
BraTS2021_00379,2,left,0.0,131,170,139,3095530,332.0427057449294,116.99567265410269,105.0,806.0
BraTS2021_00380,1,left,0.0,134,161,141,3041934,345.42053320282423,103.97638571670413,115.0,733.0
BraTS2021_00382,3,right,1.0,132,184,139,3376032,407.54745398409034,143.93765329769232,132.0,1055.0
BraTS2021_00383,3,right,1.0,145,160,140,3248000,289.02501964865996,76.34381975656292,95.0,552.0
BraTS2021_00386,4,left,0.0,134,181,140,3395560,393.6699016671299,136.3452291546231,122.0,921.0
BraTS2021_00387,5,bilateral/midline,0.6420209488601355,128,171,127,2779776,337.2254100552033,120.58789516774891,106.0,791.0
BraTS2021_00388,2,right,0.9802282031181953,135,171,143,3301155,389.63789003132763,69.63684719667516,173.0,625.0
BraTS2021_00389,1,left,0.0,136,159,137,2962488,397.336677538287,126.2036774883287,147.0,940.0
BraTS2021_00390,3,left,0.03177767354596623,136,175,138,3284400,420.65615086628594,174.88608595268144,118.0,1143.0
BraTS2021_00391,5,right,1.0,137,173,144,3412944,385.61759244615854,138.58413999516318,112.0,990.0
BraTS2021_00392,1,right,1.0,131,152,137,2727944,377.1461885764714,173.2630775750069,78.0,1112.0
BraTS2021_00395,1,left,0.026156882670210272,143,174,139,3458598,399.9639490026041,166.70253917999673,123.29000000000087,1195.0
BraTS2021_00397,2,right,0.9453286546776114,126,168,145,3069360,463.7110861629092,161.64648468775223,158.0,1156.0
BraTS2021_00399,2,right,0.9999693355002913,135,169,140,3194100,359.6913959739415,131.30261685637603,113.0,954.0
BraTS2021_00400,1,right,0.9528587430587001,138,175,146,3525900,386.0499933107702,140.50466792608665,118.0,1020.0
BraTS2021_00401,2,left,0.1200564458054802,138,176,139,3376032,315.5137068571624,146.16386684913226,96.0,910.0
BraTS2021_00402,2,right,0.9926919602919758,128,184,144,3391488,422.7831070945869,174.74356917264654,118.0,1178.0
BraTS2021_00403,1,left,0.0,138,160,137,3024960,249.6404025028832,85.9723161954883,33.0,478.0
BraTS2021_00404,2,bilateral/midline,0.21956663506854104,136,175,143,3403400,318.3422908463766,98.27514274920642,112.0,759.0
BraTS2021_00405,1,left,0.0,119,164,141,2751756,365.9195744781505,91.58296008001132,143.0,697.0
BraTS2021_00406,4,right,0.9946683483345755,136,179,140,3408160,385.03508227560917,134.59288187406312,127.0,1006.0
BraTS2021_00407,1,right,1.0,134,165,144,3183840,396.23756082247684,133.38867729775603,127.0,958.0
BraTS2021_00409,2,left,0.0,137,183,143,3585153,364.4137778102962,130.1818630183909,113.0,937.0
BraTS2021_00410,3,right,0.861182916007562,133,166,140,3090920,378.9591438618621,116.51193540874051,137.0,858.0
BraTS2021_00412,1,left,0.0,143,166,139,3299582,436.54475762428495,155.13299670640453,130.0,1175.0
BraTS2021_00413,1,right,1.0,134,152,133,2708944,406.6775334365716,137.9534416908142,150.0,1000.0
BraTS2021_00414,2,left,0.0,132,184,143,3473184,443.60426247036315,134.6506295998323,143.0,912.0
BraTS2021_00416,3,right,0.9904316856180503,133,185,143,3518515,499.97243471755473,189.28667888371115,113.0,1245.0
BraTS2021_00417,5,right,1.0,142,162,135,3105540,351.7062020412217,137.97777109947694,101.0,935.0
BraTS2021_00418,10,right,0.9998909975445762,138,170,135,3167100,301.43964818010494,106.94024647756638,53.0,635.0
BraTS2021_00419,6,left,0.0,138,171,137,3232926,470.9965855561223,154.69550479109841,144.0,1158.0
BraTS2021_00421,2,right,0.999699140968291,144,168,142,3435264,335.83543390359284,127.89254960659294,122.0,937.0
BraTS2021_00423,19,bilateral/midline,0.6219508022854014,138,168,142,3292128,430.484343138524,155.5017860492389,143.0,1092.0
BraTS2021_00425,1,right,1.0,150,183,138,3788100,385.72568304751144,150.12046564020156,81.0,923.4599999999627
BraTS2021_00426,1,left,0.0013124698233946046,129,175,137,3092775,421.5971977714278,174.08808958261167,110.0,1194.0
BraTS2021_00429,3,bilateral/midline,0.7155273094642717,137,184,144,3629952,246.69235063302744,45.635895978250026,115.0,397.0
BraTS2021_00430,1,right,1.0,132,174,140,3215520,375.29949480480457,122.84868778563309,132.0,902.0
BraTS2021_00431,2,left,0.0,139,175,141,3429825,395.2240178451243,141.23094922619862,118.0,971.0
BraTS2021_00432,4,bilateral/midline,0.749091507869813,131,169,144,3188016,426.64681929911933,144.52634367371508,121.0,1030.0
BraTS2021_00433,1,bilateral/midline,0.8493236212278876,139,178,139,3439138,401.8380794387297,140.29839809294336,118.0,1012.0
BraTS2021_00436,1,right,1.0,129,167,138,2972934,424.5021676269097,71.91673863582845,226.0,629.0
BraTS2021_00440,4,right,0.9844765074268216,138,179,139,3433578,390.15906044568936,128.57576375756463,134.0,911.0
BraTS2021_00441,6,left,0.10007912286650843,128,176,141,3176448,328.3551130177184,76.33165264815578,107.0,531.0
BraTS2021_00442,4,right,0.9051260392121994,144,169,136,3309696,555.8634605524402,139.03085992341389,210.0,925.0
BraTS2021_00443,1,right,0.948190860602566,130,173,137,3081130,2550.58994040888,749.1626163796893,759.0,4766.0
BraTS2021_00444,6,left,0.042314081891918306,144,168,140,3386880,380.32728651237034,116.14651677124112,109.0,779.0
BraTS2021_00445,1,left,0.03397116370834449,146,179,133,3475822,1979.559972580419,507.2295855164531,767.0,3887.0
BraTS2021_00446,2,right,1.0,148,164,136,3300992,1466.9335746798117,467.225933638167,434.0,2826.0
BraTS2021_00448,1,left,0.022513211847647565,128,172,138,3038208,4798.624623731996,1428.923336399296,1260.0,9605.0
BraTS2021_00449,4,bilateral/midline,0.21573516611054694,143,160,144,3294720,441.78514548248916,126.39071587057101,131.0,978.0
BraTS2021_00451,1,right,0.9850177547118274,137,162,138,3062772,1070.5549526859804,246.4681963146275,437.0,1786.0
BraTS2021_00452,3,right,0.9097517967521596,153,177,135,3655935,2076.90472469468,641.487775108202,541.0,4242.0
BraTS2021_00453,1,left,0.0,128,170,136,2959360,752.3164455918196,258.8297060760464,189.0,1728.0
BraTS2021_00454,1,left,0.0006479728613719237,133,162,134,2887164,2569.103467735259,804.0307987863509,822.0,5615.0
BraTS2021_00455,2,left,0.08796092581184546,134,157,133,2798054,677.8187955055514,90.26815443414384,382.0,935.0
BraTS2021_00456,1,right,0.894062924364851,144,158,142,3230784,417.9568537822238,106.32575215040657,143.0,865.0
BraTS2021_00457,2,left,0.0,134,181,142,3444068,1407.72717534684,346.0073136799145,603.0,2455.0
BraTS2021_00459,3,left,0.0,130,163,132,2797080,168.36096576050227,28.384026965760288,80.0,220.0
BraTS2021_00464,1,left,0.0,143,187,141,3770481,2687.2517141924404,855.2361647176082,894.0,5559.0
BraTS2021_00466,1,right,0.9773860103440067,145,163,149,3521615,1908.8346118886075,820.2376012379834,496.0,5266.0
BraTS2021_00468,6,right,0.9888588655777958,133,169,144,3236688,4921.112730397325,1637.6224650773781,1141.0,10714.369999999879
BraTS2021_00469,2,left,0.0,135,176,139,3302640,3086.0253518828117,1179.3461788347645,995.0,8304.0
BraTS2021_00470,1,left,0.0,141,174,141,3459294,3327.2219046056703,951.0053730305481,1106.0,6772.0
BraTS2021_00472,1,left,0.0,136,179,142,3456848,3058.96873062846,930.3168910256388,942.0,6190.0
BraTS2021_00477,1,left,0.1167381263075043,142,178,144,3639744,3404.103446024854,1261.292036478684,1049.0,8651.0
BraTS2021_00478,1,right,1.0,136,173,139,3270392,5115.0636570375955,1480.0660582225264,1475.0,10189.26000000001
BraTS2021_00479,1,right,1.0,127,173,143,3141853,3209.0214787370173,1045.3609500279556,1003.0,7013.0
BraTS2021_00480,2,left,0.10041213495353149,142,178,139,3513364,2087.117384554191,800.7568552489049,529.0,5096.0
BraTS2021_00481,2,right,0.9663250267502036,137,179,137,3359651,2825.0783172761076,973.7347527787883,983.0,6647.0
BraTS2021_00483,1,right,0.9724429252455044,141,189,138,3677562,2879.631337651413,1052.8349910058164,1066.0,7816.0
BraTS2021_00485,2,left,0.011839123228359774,132,170,131,2939640,3191.00093460517,1004.7774942775429,949.0,6610.0
BraTS2021_00488,1,right,0.9842882224372066,136,181,138,3397008,2998.8901021149654,984.1364931785382,773.0,6868.0
BraTS2021_00491,1,right,0.9989282208466054,134,180,147,3545640,3407.713131380753,1230.0259480127552,859.0,8638.0
BraTS2021_00493,3,bilateral/midline,0.2239122231575281,136,171,132,3069792,2753.7885456129843,1082.889692282572,703.0,6664.0
BraTS2021_00494,2,right,1.0,142,163,142,3286732,2706.7738531474615,1026.5331737020829,684.0,6404.0
BraTS2021_00495,2,right,0.9961531489798796,133,174,137,3170454,3164.593697045405,965.2689812950914,1013.0,6921.0
BraTS2021_00495,2,right,0.9961531489798796,133,174,137,3170454,3164.593697045405,965.2689812950914,1013.0,6921.0
BraTS2021_00496,1,right,1.0,134,179,144,3453984,3356.950029359953,1192.468504295584,1033.0,7887.0
BraTS2021_00498,2,left,0.0,141,171,146,3520206,2105.2034157466596,794.6137732058186,702.0,5220.0
BraTS2021_00499,1,right,0.99853671430999,145,178,145,3742450,4287.215629493484,1174.4204831259608,1270.0,8846.0
BraTS2021_00500,1,left,0.0,137,184,133,3352664,2586.683094434506,807.017203710982,737.0,5248.0
BraTS2021_00501,1,left,0.021916044295647696,132,170,140,3141600,3351.9669935912875,980.6601343888793,909.0,6709.0
BraTS2021_00502,1,left,0.0,140,175,144,3528000,2407.396818937243,786.8071992328844,780.0,4829.0
BraTS2021_00504,1,right,0.9140274429816428,135,179,142,3431430,3494.267275705191,960.7391655563341,1097.0,6727.0
BraTS2021_00505,1,left,0.0,140,172,138,3323040,3752.590798095106,1162.491385508914,1143.0,7748.0
BraTS2021_00506,1,right,0.8835123012097322,142,182,145,3747380,2923.400686034856,1009.6719630999569,1077.0,6856.0
BraTS2021_00507,4,bilateral/midline,0.16236824677695874,132,175,134,3095400,2964.3759214479373,1063.3222288379998,1173.0,7691.0
BraTS2021_00510,3,left,0.0,130,185,145,3487250,3455.4585825364684,1279.6676809013934,1051.0,8246.0
BraTS2021_00511,1,left,0.0,145,185,139,3728675,2720.8105518121592,858.8111698294647,837.0,5493.0
BraTS2021_00512,3,right,0.9999450556159265,130,171,136,3023280,2689.4453557073293,1155.1757851705756,721.0,7450.0
BraTS2021_00513,1,right,0.997407295749171,142,185,142,3730340,2561.050375280276,905.0231090025845,656.0,5729.0
BraTS2021_00514,3,left,0.0013630731102850062,142,165,144,3373920,3659.243495931656,1258.2334944484355,1140.0,8001.3300000000745
BraTS2021_00516,1,bilateral/midline,0.8204315162195377,136,169,138,3171792,3330.249783595341,1252.2174771070092,877.0,7894.0
BraTS2021_00517,1,right,0.9449244060475162,146,178,144,3742272,3326.7649650634403,1088.5276646979892,1387.0,8142.0
BraTS2021_00518,1,left,0.0,133,181,136,3273928,4357.553150661152,1403.0566040371818,1478.0,9842.0
BraTS2021_00519,1,left,0.0,138,180,141,3502440,4123.474048898544,1340.1235126158765,1388.0,9467.0
BraTS2021_00520,1,left,0.0,137,171,138,3232926,2832.4778580620723,984.7166179237583,926.0,6770.0
BraTS2021_00523,1,right,0.9978856077981652,135,176,134,3183840,2484.8173496404115,765.5147669021376,730.0,5386.0
BraTS2021_00524,2,right,0.9943954762591372,127,178,129,2916174,4123.772464677768,1404.9634150288173,1293.0,9144.0
BraTS2021_00525,1,left,0.0,143,175,148,3703700,1920.4748760384332,677.8629447765733,715.0,4679.0
BraTS2021_00526,4,right,0.9333972091194969,144,188,139,3763008,3284.5921140329533,886.6866107530452,1088.0,6281.0
BraTS2021_00528,3,bilateral/midline,0.3166725476358504,148,194,147,4220664,3250.6928295439666,974.1198466824189,1308.0,6564.0
BraTS2021_00529,2,left,0.0,138,178,143,3512652,2635.1770812236036,808.1641307880246,832.0,4957.0
BraTS2021_00530,1,right,1.0,145,186,142,3829740,3132.6496116059966,830.9638427271445,1358.0,6117.0
BraTS2021_00532,1,right,0.8736698273363421,132,176,145,3368640,2269.1714451336534,763.0292588200358,650.0,4930.0
BraTS2021_00533,1,left,0.0,137,174,144,3432672,3413.9943162041704,895.3104012710304,1107.0,6847.0
BraTS2021_00537,4,bilateral/midline,0.7661002794462467,140,181,144,3648960,2648.1020627310704,761.5281026915925,814.0,5073.0
BraTS2021_00538,4,bilateral/midline,0.8038191572330017,134,171,141,3230874,2881.1072156520063,967.2736174755007,713.0,6651.0
BraTS2021_00539,1,left,0.0,133,169,139,3124303,2790.519442109733,860.9125121480167,844.0,6064.0
BraTS2021_00540,3,right,0.9847829569117411,137,178,140,3414040,1263.5839103410724,511.05887298147013,275.0,3229.0
BraTS2021_00542,4,left,0.0,141,161,144,3268944,3251.350295074364,1169.4826325193171,982.0,7620.280000000028
BraTS2021_00543,2,left,0.028523963784367473,133,181,142,3418366,2923.4835435561363,836.9092044240125,1040.0,5946.0
BraTS2021_00544,1,left,0.0,142,171,140,3399480,3089.3013603591094,1036.21572620021,839.0,6585.0
BraTS2021_00545,1,left,0.0,138,168,132,3060288,2287.2974748132856,831.1641495423002,577.0,5569.0
BraTS2021_00547,2,left,0.0,141,172,146,3540792,2454.9117817113015,847.9295639131038,841.0,5389.0
BraTS2021_00548,1,right,0.9969621221556034,134,181,144,3492576,2127.891278875073,942.1162671129806,672.0,6644.0
BraTS2021_00549,1,right,0.9673093981978617,136,179,140,3408160,2391.2471932792946,764.2901878009363,762.0,5046.0
BraTS2021_00550,2,left,0.0,131,176,135,3112560,2450.6441596042896,856.5693322329005,686.0,5826.0
BraTS2021_00551,1,left,0.09854717152456188,145,165,143,3421275,3461.6387757129455,1231.4760934996762,1040.0,7637.0
BraTS2021_00552,2,left,0.021977946715978358,138,173,148,3533352,1734.479593202441,852.951259219384,370.0,5273.0
BraTS2021_00554,1,right,1.0,143,165,139,3279705,1626.206495223635,750.3327846818386,345.0,4273.0
BraTS2021_00555,1,left,0.013713695740000897,139,156,141,3057444,2697.277517831156,931.9287904059657,758.0,5672.389999999898
BraTS2021_00556,1,right,1.0,143,182,141,3669666,3351.5905141892836,1064.8005354610625,1131.0,6692.0
BraTS2021_00557,1,right,0.9991429889907048,137,173,137,3247037,1941.3737259527502,811.285057149015,425.0,5291.0
BraTS2021_00558,1,bilateral/midline,0.8495545762926798,143,188,139,3736876,2607.5629129320755,1010.304000055428,683.0,6753.0
BraTS2021_00559,3,bilateral/midline,0.6543476481587579,138,169,143,3335046,1830.2768025751213,636.7686385385962,638.0,4215.0
BraTS2021_00561,2,left,0.0,126,155,134,2617020,2519.368222436521,749.4935435999673,864.0,5821.139999999898
BraTS2021_00563,1,left,0.0,123,166,138,2817684,2297.546279536149,608.7113098634223,759.0,4316.0
BraTS2021_00565,3,left,0.0,128,173,137,3033728,2704.861315530806,757.206012977903,893.0,4707.0
BraTS2021_00567,2,left,0.0,133,172,141,3225516,4672.947965504133,1205.4920248514807,1991.0,8028.0
BraTS2021_00568,2,bilateral/midline,0.6782442001138628,154,183,146,4114572,5092.983115601256,1086.1837677510885,1750.0,8264.0
BraTS2021_00569,1,right,0.9963614475757637,135,164,132,2922480,3310.890388797091,803.7726109011035,1634.0,6001.0
BraTS2021_00570,2,right,1.0,128,166,101,2146048,831.003199517417,170.61255472639223,314.0,1343.0
BraTS2021_00571,1,left,0.0,138,175,98,2366700,364.9971301609935,61.55287384231007,188.0,534.0
BraTS2021_00572,2,left,0.0,133,171,138,3138534,4848.053524791738,1025.7635427104256,1918.0,7370.0
BraTS2021_00574,3,left,3.0304254717362318e-05,132,183,142,3430152,2617.6152588066257,763.252854763818,1088.0,5420.979999999981
BraTS2021_00575,3,left,0.0,140,175,123,3013500,390.2308236191403,79.41470720900462,184.0,648.0
BraTS2021_00576,2,left,0.0,128,167,130,2778880,1982.252750993065,412.67679172007445,850.0,2778.0
BraTS2021_00577,1,right,0.998865737226147,145,175,139,3527125,2713.8599414594023,721.6696542723525,1154.0,5223.0
BraTS2021_00578,1,right,0.8992829354757027,133,183,105,2555595,315.72509694269894,96.85994645249954,120.0,647.0
BraTS2021_00579,2,right,0.9996842349663339,135,177,143,3416985,2768.6217008493486,934.3202817370036,993.0,6483.0
BraTS2021_00580,4,right,1.0,139,184,141,3606216,999.3241853661958,229.41419834518518,363.49461669921874,1914.0633300781246
BraTS2021_00581,2,right,0.9527733641484906,127,161,134,2739898,61.49584052381267,17.58067629358738,18.0,125.0
BraTS2021_00582,1,right,1.0,130,180,143,3346200,2474.7688787855136,510.3410587926857,907.0,4155.0
BraTS2021_00583,1,left,0.00015153524141458147,133,185,142,3493910,344.7914636466333,102.64024069042065,58.0,711.0
BraTS2021_00584,2,left,0.0,136,163,135,2992680,397.3129016653474,71.87125984928673,189.0,552.0
BraTS2021_00586,1,left,0.04804982097966024,134,173,140,3245480,2712.7788540883894,681.9822979208545,1221.0,5035.0
BraTS2021_00587,10,right,0.9485829177845981,149,164,142,3469912,2606.8031510506626,600.6807519977194,1248.0,4561.0
BraTS2021_00588,5,right,0.9997494466947843,145,156,137,3098940,268.0938277314644,78.2096124842891,72.0,450.0
BraTS2021_00589,2,right,0.9891180769855449,127,168,100,2133600,284.15118120614625,88.66796342307273,105.0,578.0
BraTS2021_00590,2,right,1.0,127,162,136,2798064,2619.783372277849,732.0258651699625,1158.0,5359.0
BraTS2021_00591,5,right,0.9218363040513492,136,170,141,3259920,2499.040700769118,693.4299282126074,1135.0,5105.0
BraTS2021_00593,1,left,0.028068897452768117,142,171,147,3569454,2696.5741502175206,739.5656224077605,1019.0,5007.0
BraTS2021_00594,2,bilateral/midline,0.729662979161307,146,193,126,3550428,608.3910943088724,171.0352039253117,154.0,1036.0
BraTS2021_00596,4,right,0.9721699073602769,143,179,144,3685968,2905.1046186020703,890.0469104925847,1134.0,6131.0
BraTS2021_00597,1,left,0.0369196297852296,143,178,141,3589014,2827.4841577033512,718.6786701608091,1344.0,5259.0
BraTS2021_00598,2,right,1.0,142,188,140,3737440,3256.3867444071193,978.9750578724382,1198.0,6710.0
BraTS2021_00599,2,right,0.9579622627985737,134,155,135,2803950,3745.1045108129233,986.1271039232295,1675.0,7220.0
BraTS2021_00601,1,right,1.0,141,169,140,3336060,2897.6350178509792,966.4821036638239,831.0,6265.0
BraTS2021_00602,6,left,0.019561663572635838,131,160,130,2724800,3173.542402598869,1071.3949238033363,999.0,6872.0
BraTS2021_00604,1,right,0.8916587665068831,136,178,146,3534368,3253.705851094045,971.1072080041362,1008.0,7117.0
BraTS2021_00605,1,right,0.9443506385407501,147,167,146,3584154,3426.515048555012,1139.9070729595096,1136.0,7965.0
BraTS2021_00606,3,right,0.9486147716306133,144,189,141,3837456,3200.9349691930856,1057.1207491822117,893.0,6880.0
BraTS2021_00607,1,bilateral/midline,0.19031472214906506,135,167,142,3201390,2147.8350290054236,850.7454977758802,440.0,5604.0
BraTS2021_00608,1,right,1.0,138,172,144,3417984,2829.486908333669,1361.6355527612445,519.0,8427.0
BraTS2021_00610,1,right,1.0,141,179,143,3609177,3763.094953524827,1157.6348673935595,1391.0,8796.0
BraTS2021_00611,2,left,0.0,129,157,142,2875926,2786.4360346416556,962.512752539208,843.0,6243.0
BraTS2021_00612,1,right,0.9054903869879228,120,180,140,3024000,2535.421726233705,998.1302651736768,648.0,6193.0
BraTS2021_00613,1,left,0.09907480289559596,131,169,138,3055182,3193.4016478654344,1083.006828895247,1058.0,7584.0
BraTS2021_00615,1,right,1.0,132,176,141,3275712,1985.5459239292552,839.0344960382181,422.0,5009.0
BraTS2021_00616,2,left,0.0002863278453829635,136,174,149,3525936,3089.907638244092,851.2658831987535,1017.0,6016.0
BraTS2021_00618,1,right,1.0,140,172,145,3491600,3425.7519440077435,1173.5445062410427,1108.0,7563.0
BraTS2021_00619,1,right,1.0,135,166,140,3137400,4050.3481199055173,1425.3931262074368,1189.0,9758.0
BraTS2021_00620,1,left,0.0,136,171,146,3395376,2356.4295289122524,792.5536523037528,694.0,5364.0
BraTS2021_00621,4,left,0.024930128563443264,135,181,142,3469770,2911.6884193059304,968.7239763819182,879.0,6853.0
BraTS2021_00621,4,left,0.024930128563443264,135,181,142,3469770,2911.6884193059304,968.7239763819182,879.0,6853.0
BraTS2021_00622,1,left,0.0,129,167,137,2951391,3175.5108374931465,1047.844955728519,826.0,6756.060000000056
BraTS2021_00623,5,bilateral/midline,0.3624982662654453,136,179,144,3505536,3296.3506865027534,973.1857995987552,955.0,7131.0
BraTS2021_00624,1,left,0.0,139,177,144,3542832,1190.518414885889,436.8888825267738,291.0,2630.0
BraTS2021_00625,1,left,0.0,150,190,150,4275000,2639.580029833755,942.8335402300505,699.3199999999997,5841.679999999935
BraTS2021_00626,1,left,0.0,139,184,147,3759672,2222.1094672082704,996.1041854628904,439.0,5795.0
BraTS2021_00628,7,right,1.0,134,177,151,3581418,2350.546952967279,837.8020568278146,603.0,5321.520000000019
BraTS2021_00630,1,left,0.05336430683258066,147,164,146,3519768,3114.3975749182596,1164.5859390407181,830.0,7808.0
BraTS2021_00631,1,left,0.022806054427103758,143,176,140,3523520,3309.0479900665673,1047.5573579813454,1066.0,6678.0
BraTS2021_00636,3,left,0.0,137,174,142,3384996,3847.1048060216212,1086.4664846060568,1256.0,6984.0
BraTS2021_00638,10,bilateral/midline,0.8153663522123024,144,168,148,3580416,3572.684059634076,1115.6536488708346,1360.0,8444.0
BraTS2021_00639,1,right,1.0,134,176,124,2924416,2416.2396973445943,890.0584084402903,623.0,5873.0
BraTS2021_00640,3,right,0.869029391596765,143,170,142,3452020,3944.7796863716085,1168.808222544458,1284.0,8370.0
BraTS2021_00641,1,right,1.0,140,174,139,3386040,3556.046846314494,1069.4712508445436,1103.0,6997.0
BraTS2021_00642,2,left,0.0,137,170,138,3214020,2735.661104213617,908.9592931896078,761.0,5732.0
BraTS2021_00645,2,left,0.0,140,177,137,3394860,2940.3638289184746,952.3122508303643,705.0,6463.0
BraTS2021_00646,2,right,0.9804145532968569,149,172,140,3587920,3110.287519872357,1023.5031506495195,909.0,6719.0
BraTS2021_00649,1,left,5.0965801946893634e-05,135,180,138,3353400,3176.2434671332285,1129.5811203144901,890.0,6773.0
BraTS2021_00650,5,left,0.00017521112941094018,133,161,146,3126298,4822.780407562983,1577.971671038213,1754.0,10782.0
BraTS2021_00651,2,left,0.0,135,169,145,3308175,4478.453984392821,1359.5722006023402,1271.0,9449.0
BraTS2021_00652,2,right,0.9984799669558034,145,175,143,3628625,1045.686692279535,283.3693154775951,196.0,1816.0
BraTS2021_00654,2,right,0.94291461825049,134,171,136,3116304,2319.82211996692,826.1132180903988,690.0,5400.0
BraTS2021_00655,2,left,0.0,152,182,139,3845296,3453.8089034752597,1077.7125098923746,1055.0,7213.0
BraTS2021_00656,6,right,1.0,146,166,133,3223388,1214.4073448792858,302.15198159873694,289.0,1870.0
BraTS2021_00657,2,bilateral/midline,0.1764063709316062,139,172,146,3490568,3714.565788881081,1031.0971077585366,1373.0,7837.0
BraTS2021_00658,1,left,0.0,147,181,142,3778194,3428.5966797736946,1111.5726388155824,986.0,7815.0
BraTS2021_00659,3,left,0.0,135,178,132,3171960,2911.339442005382,1013.5811609700053,995.0,7379.010000000009
BraTS2021_00661,3,left,0.0021074545873399145,131,173,145,3286135,3601.877395288115,1094.123192091949,1255.0,8118.0
BraTS2021_00663,1,right,1.0,150,167,147,3682350,2808.865016505299,923.0983323669104,931.0,6287.0
BraTS2021_00667,1,right,0.937959702095722,140,176,145,3572800,3132.6799440204136,900.9687159263507,1035.0,6787.030000000028
BraTS2021_00668,5,bilateral/midline,0.20509812004841257,131,180,141,3324780,2249.7540975161232,846.2124507257522,719.0,6016.0
BraTS2021_00674,3,bilateral/midline,0.6138895854977967,132,164,151,3268848,2241.4661820759957,951.259539306914,506.0,6332.689999999944
BraTS2021_00675,1,left,0.0,140,180,148,3729600,3054.9747721119634,1188.2999308535434,720.0,7311.030000000028
BraTS2021_00676,4,left,0.12885017696669868,138,171,146,3445308,3674.4521736152196,1168.2258079661315,1156.0,8208.0
BraTS2021_00677,5,left,0.025481398082686225,136,181,146,3593936,3552.217126947878,1000.428362111105,1143.0,7297.0
BraTS2021_00679,1,right,0.8812009014253356,127,170,142,3065780,1087.9430344668363,361.8023204780066,325.0,1877.0
BraTS2021_00680,2,left,0.0,147,184,145,3921960,1815.0954388133634,644.8968684243287,457.0,4190.0
BraTS2021_00682,1,left,0.0,138,176,141,3424608,3028.9595008204246,918.5082367421633,1062.0,6576.0
BraTS2021_00683,5,left,0.0,144,181,144,3753216,3219.5581514514524,1081.0025577332497,884.0,6727.0
BraTS2021_00684,1,bilateral/midline,0.2783231171503279,134,161,140,3020360,3650.4588689030516,1101.2223503132686,1180.0,6903.0
BraTS2021_00685,2,right,1.0,135,182,141,3464370,3483.373932353733,1179.053054987578,1028.0,7749.0
BraTS2021_00686,1,right,0.974845947598664,145,181,138,3621810,2570.0277444949716,964.3249250815367,701.0,6293.0
BraTS2021_00687,1,left,0.037571723415061105,134,162,148,3212784,3076.110430444256,1058.0536069787388,933.0,7006.0
BraTS2021_00688,1,left,0.0,138,190,138,3618360,4121.269849091651,1223.4529284211103,1434.0,8251.0
BraTS2021_00689,1,left,0.0,134,170,144,3280320,3167.034513935214,941.1781732932843,1120.0,6265.0
